"","X","match_id","match_round","league_name","match_time_utc","home_team","away_team","pos_team","def_team","event_type","player_name","shot_type","situation","min","expected_goals","expected_goals_on_target","min_added","x","y","is_blocked","is_on_target","blocked_x","blocked_y","goal_crossed_y","goal_crossed_z","season_year","period","is_own_goal","on_goal_shot_x","on_goal_shot_y","on_goal_shot_zoom_ratio","is_saved_off_line"
"4125",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","Miss","Juli�n �lvarez","RightFoot","RegularPlay",55,0.121048323810101,NA,NA,92.2,37.768,FALSE,FALSE,NA,NA,27.782619047,5.6708965616,"2023/2024","SecondHalf",FALSE,1.74251275448804,0.677248677248677,0.451427736724176,FALSE
"4126",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","AttemptSaved","Phil Foden","LeftFoot","RegularPlay",57,0.041131142526865,NA,NA,99.6896551728,46.5230573213,TRUE,TRUE,100.5431034486,44.6313375752,34.38125,1.219999994,"2023/2024","SecondHalf",FALSE,0.899140211640211,0.322751321164021,1,FALSE
"4127",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","Miss","Nathan Ak�","Header","FromCorner",59,0.0486979298293591,NA,NA,96.3157894727,36.97375,FALSE,FALSE,NA,NA,28.959285713,6.513793116,"2023/2024","SecondHalf",FALSE,1.52409049880227,0.677248677248677,0.393012174997054,FALSE
"4128",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","Goal","Juli�n �lvarez","RightFoot","RegularPlay",61,0.910344123840332,0.9822,NA,102.7241379312,32.3225,FALSE,TRUE,NA,NA,31.94125,0.2825263144,"2023/2024","SecondHalf",FALSE,1.54464285714286,0.0747424112169312,1,FALSE
"4129",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","AttemptSaved","Oscar Bobb","LeftFoot","RegularPlay",64,0.135091543197632,NA,NA,96.0263157884,34.22875,TRUE,TRUE,97.6666666661,34.305,34.4575,1.219999994,"2023/2024","SecondHalf",FALSE,0.878968253968253,0.322751321164021,1,FALSE
"4130",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","AttemptSaved","Phil Foden","LeftFoot","RegularPlay",75,0.0594640374183655,0.2113,NA,84.3995145632,43.044375,FALSE,TRUE,103.2931034484,34.53375,36.745,0.2825263144,"2023/2024","SecondHalf",FALSE,0.273809523809523,0.0747424112169312,1,FALSE
"4131",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","AttemptSaved","Phil Foden","RightFoot","RegularPlay",85,0.0610362961888313,NA,NA,91.2,23.5087898134,TRUE,TRUE,97.2807017537,27.194285714,32.55125,1.219999994,"2023/2024","SecondHalf",FALSE,1.3832671957672,0.322751321164021,1,FALSE
"4132",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","AttemptSaved","Nathan Ak�","Header","FromCorner",86,0.0725026354193687,NA,NA,97.7631578942,37.66,TRUE,TRUE,99.0175438595,37.2025,34.7625,1.219999994,"2023/2024","SecondHalf",FALSE,0.798280423280423,0.322751321164021,1,FALSE
"4133",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Sheffield United","Manchester City","AttemptSaved","Jayden Bogle","RightFoot","RegularPlay",89,0.126771494746208,NA,NA,89.8,31.17875,TRUE,TRUE,95.5438596479,32.24625,34,1.219999994,"2023/2024","SecondHalf",FALSE,1,0.322751321164021,1,FALSE
"4134",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Everton","Wolverhampton Wanderers","Miss","Amadou Onana","RightFoot","RegularPlay",2,0.016145758330822,NA,NA,69.083009712,42.2928125,FALSE,FALSE,86.5676470584,40.46952381,38.78857143,0.6228421022,"2023/2024","FirstHalf",FALSE,0,0.130068458057856,0.789379474704839,FALSE
"4135",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Wolverhampton Wanderers","Everton","Miss","Hee-Chan Hwang","Header","RegularPlay",8,0.100063525140285,NA,NA,96.0263157884,38.452380954,FALSE,FALSE,104.7155172414,34.68625,58.9482464402,0.0898947364,"2023/2024","FirstHalf",FALSE,0,0.0036032486938701,0.151513654839851,FALSE
"4136",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Wolverhampton Wanderers","Everton","Miss","Matheus Cunha","RightFoot","RegularPlay",14,0.0183353237807751,NA,NA,74.4888349536,40.553571429,FALSE,FALSE,NA,NA,27.278333333,1.3355789408,"2023/2024","FirstHalf",FALSE,2,0.198697586025356,0.562360525635391,FALSE
"4137",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Everton","Wolverhampton Wanderers","Miss","Dwight McNeil","LeftFoot","RegularPlay",21,0.0205840840935707,NA,NA,79.782038836,24.4196178393,FALSE,FALSE,NA,NA,37.72,5.5492413888,"2023/2024","FirstHalf",FALSE,0.545998290063594,0.677248677248677,0.461324318161187,FALSE
"4138",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Wolverhampton Wanderers","Everton","AttemptSaved","Matheus Cunha","Header","FromCorner",24,0.0335710756480694,NA,NA,98.7280701752,26.5165625,TRUE,TRUE,98.3421052628,34.1525,35.6775,1.219999994,"2023/2024","FirstHalf",FALSE,0.556216931216931,0.322751321164021,1,FALSE
"4139",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Wolverhampton Wanderers","Everton","Goal","Max Kilman","LeftFoot","FromCorner",25,0.301864266395569,0.8718,NA,103.3879310346,37.355,FALSE,TRUE,NA,NA,36.82125,0.6934736808,"2023/2024","FirstHalf",FALSE,0.253637566137564,0.183458645714286,1,FALSE
"4140",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Everton","Wolverhampton Wanderers","Miss","Dominic Calvert-Lewin","RightFoot","RegularPlay",27,0.0671234354376793,NA,NA,101.3965517244,25.07125,FALSE,FALSE,NA,NA,45.5421656011,0.2696842092,"2023/2024","FirstHalf",FALSE,0,0.0233651308186306,0.327494868002912,FALSE
"4141",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Everton","Wolverhampton Wanderers","AttemptSaved","Michael Keane","Header","FromCorner",45,0.0529120713472366,NA,3,96.605263157,35.6775,TRUE,TRUE,99.5000000004,35.22,34.38125,1.219999994,"2023/2024","FirstHalf",FALSE,0.899140211640211,0.322751321164021,1,FALSE
"4142",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Everton","Wolverhampton Wanderers","AttemptSaved","Dwight McNeil","LeftFoot","RegularPlay",46,0.0348130017518997,NA,NA,78.9936893216,38.452380954,TRUE,TRUE,85.81617647,37.708,34.61,1.219999994,"2023/2024","SecondHalf",FALSE,0.838624338624339,0.322751321164021,1,FALSE
"4143",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Everton","Wolverhampton Wanderers","Miss","Jack Harrison","RightFoot","SetPiece",49,0.0162498131394386,NA,NA,84.1742718448,19.8654777098,FALSE,FALSE,91.9,28.286904761,43.16,0.7127368386,"2023/2024","SecondHalf",FALSE,0,0.0778096985371179,0.412663755458515,FALSE
"4144",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Everton","Wolverhampton Wanderers","AttemptSaved","Jarrad Branthwaite","RightFoot","SetPiece",49,0.0443365983664989,NA,NA,91.8,37.2025,TRUE,TRUE,93.6,36.5925,32.78,1.219999994,"2023/2024","SecondHalf",FALSE,1.32275132275132,0.322751321164021,1,FALSE
"4145",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Everton","Wolverhampton Wanderers","AttemptSaved","James Tarkowski","RightFoot","SetPiece",49,0.114874169230461,NA,NA,96.1228070165,31.63625,TRUE,TRUE,98.3421052628,32.3225,34.4575,1.219999994,"2023/2024","SecondHalf",FALSE,0.878968253968253,0.322751321164021,1,FALSE
"4146",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Wolverhampton Wanderers","Everton","AttemptSaved","Rayan Ait Nouri","LeftFoot","RegularPlay",52,0.0542453341186047,NA,NA,93.1,43.8606369379,TRUE,TRUE,96.9912280694,41.4834375,35.60125,1.219999994,"2023/2024","SecondHalf",FALSE,0.576388888888889,0.322751321164021,1,FALSE
"4147",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Wolverhampton Wanderers","Everton","Goal","Matheus Cunha","RightFoot","RegularPlay",53,0.851781129837036,0.9318,NA,103.3879310346,36.8975,FALSE,TRUE,NA,NA,35.22,0.9374736796,"2023/2024","SecondHalf",FALSE,0.677248677248676,0.24800890994709,1,FALSE
"4148",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Wolverhampton Wanderers","Everton","AttemptSaved","Hee-Chan Hwang","RightFoot","RegularPlay",60,0.102394670248032,0.2086,NA,94.8684210512,43.5103184664,FALSE,TRUE,102.0603448278,36.5925,36.97375,1.0979999946,"2023/2024","SecondHalf",FALSE,0.21329365079365,0.290476189047619,1,FALSE
"4149",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Wolverhampton Wanderers","Everton","Goal","Craig Dawson","RightFoot","FromCorner",61,0.338070154190063,0.3467,NA,96.3157894727,35.9825,FALSE,TRUE,NA,NA,36.82125,0.4045263138,"2023/2024","SecondHalf",FALSE,0.253637566137564,0.107017543333333,1,FALSE
"4150",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Everton","Wolverhampton Wanderers","Post","Dwight McNeil","LeftFoot","FastBreak",68,0.051629189401865,NA,NA,80.7956310688,37.696,FALSE,FALSE,NA,NA,37.72,2.1959999892,"2023/2024","SecondHalf",FALSE,0.0158730158730163,0.580952378095238,1,FALSE
"4151",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Wolverhampton Wanderers","Everton","AttemptSaved","Joao Gomes","RightFoot","RegularPlay",68,0.0437298975884914,0.0451,NA,96.2192982446,22.4578343989,FALSE,TRUE,102.9137931036,31.63625,33.5425,1.5859999922,"2023/2024","SecondHalf",FALSE,1.12103174603175,0.419576717513228,1,FALSE
"4152",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Wolverhampton Wanderers","Everton","AttemptSaved","Hee-Chan Hwang","RightFoot","FastBreak",71,0.0357079841196537,0.1277,NA,92.5,19.3049681554,FALSE,TRUE,99.5000000004,26.942142857,35.75375,0.8154736802,"2023/2024","SecondHalf",FALSE,0.536044973544974,0.215733777830688,1,FALSE
"4153",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Wolverhampton Wanderers","Everton","AttemptSaved","Pablo Sarabia","LeftFoot","RegularPlay",75,0.0394413284957409,NA,NA,86.5676470584,30.56875,TRUE,TRUE,88.3926470588,30.95,34.99125,1.219999994,"2023/2024","SecondHalf",FALSE,0.73776455026455,0.322751321164021,1,FALSE
"4154",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Wolverhampton Wanderers","Everton","Miss","Pedro Neto","LeftFoot","FastBreak",90,0.0705535635352135,NA,0,96.2192982446,49.5357961762,FALSE,FALSE,NA,NA,41.7146875,5.427586216,"2023/2024","SecondHalf",FALSE,0.0373691551209617,0.677248677248677,0.471664548128847,FALSE
"4155",NA,4193730,"20","Premier League","30.12.2023 15:00:00","Wolverhampton Wanderers","Everton","Everton","Wolverhampton Wanderers","Miss","Jack Harrison","LeftFoot","RegularPlay",90,0.0366479530930519,NA,2,95.2543859636,45.752356684,FALSE,FALSE,NA,NA,24.955625,0.2696842092,"2023/2024","SecondHalf",FALSE,2,0.0298178933536038,0.417939326929721,FALSE
"4156",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Nottingham Forest","Manchester United","AttemptSaved","Nicol�s Dominguez","RightFoot","RegularPlay",1,0.0918887630105019,NA,NA,90.2,33.31375,TRUE,TRUE,97.6666666661,33.31375,33.31375,1.219999994,"2023/2024","FirstHalf",FALSE,1.18154761904762,0.322751321164021,1,FALSE
"4157",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Nottingham Forest","Manchester United","Miss","Chris Wood","LeftFoot","RegularPlay",7,0.0418899990618229,NA,NA,86.889705882,44.9816560467,FALSE,FALSE,NA,NA,37.66,5.1842758704,"2023/2024","FirstHalf",FALSE,0.521875335978425,0.677248677248677,0.493800882514086,FALSE
"4158",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Nottingham Forest","Manchester United","Miss","Murillo","Header","FromCorner",27,0.0714522525668144,NA,NA,97.2807017537,30.304,FALSE,FALSE,88.9,56.2589573391,66.8193364922,0.5329473658,"2023/2024","FirstHalf",FALSE,0,0.0162388220714536,0.115176003052297,FALSE
"4159",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Nottingham Forest","Manchester United","AttemptSaved","Danilo","LeftFoot","FromCorner",27,0.0279607344418764,NA,NA,84.9573529404,43.044375,TRUE,TRUE,93.7,38.704523811,32.78,1.219999994,"2023/2024","FirstHalf",FALSE,1.32275132275132,0.322751321164021,1,FALSE
"4160",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Nottingham Forest","Manchester United","AttemptSaved","Nicol�s Dominguez","RightFoot","IndividualPlay",28,0.0166349206119776,NA,NA,89.3,46.5931210156,TRUE,TRUE,98.9210526314,37.58375,31.48375,0.4430526294,"2023/2024","FirstHalf",FALSE,1.6656746031746,0.11720969031746,1,FALSE
"4161",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Nottingham Forest","Manchester United","Miss","Ryan Yates","RightFoot","RegularPlay",32,0.0910434201359749,NA,NA,87.2117647056,29.715714284,FALSE,FALSE,NA,NA,39.460952382,5.6708965616,"2023/2024","FirstHalf",FALSE,0.347823975088689,0.677248677248677,0.451427736724176,FALSE
"4162",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Manchester United","Nottingham Forest","AttemptSaved","Aaron Wan-Bissaka","RightFoot","RegularPlay",33,0.0379711501300335,0.0194,NA,85.9235294112,33.085,FALSE,TRUE,103.9568965518,33.31375,34.1525,0.4045263138,"2023/2024","FirstHalf",FALSE,0.959656084656084,0.107017543333333,1,FALSE
"4163",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Manchester United","Nottingham Forest","AttemptSaved","Diogo Dalot","RightFoot","RegularPlay",55,0.0722102671861649,NA,NA,83.9490291264,33.16125,TRUE,TRUE,89.7,33.46625,34.305,1.219999994,"2023/2024","SecondHalf",FALSE,0.919312169312169,0.322751321164021,1,FALSE
"4164",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Nottingham Forest","Manchester United","Goal","Nicol�s Dominguez","RightFoot","RegularPlay",64,0.185884669423103,0.6097,NA,92.3,30.95,FALSE,TRUE,NA,NA,36.21125,0.160526315,"2023/2024","SecondHalf",FALSE,0.415013227513228,0.0424672791005291,1,FALSE
"4165",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Manchester United","Nottingham Forest","Miss","Alejandro Garnacho","RightFoot","FromCorner",67,0.0877457186579704,NA,NA,96.7982456132,41.7146875,FALSE,FALSE,NA,NA,32.0175,3.4984827616,"2023/2024","SecondHalf",FALSE,1.38377936783986,0.677248677248677,0.731745780799333,FALSE
"4166",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Manchester United","Nottingham Forest","AttemptSaved","Alejandro Garnacho","RightFoot","RegularPlay",68,0.0613014064729214,NA,NA,90.7,37.684,TRUE,TRUE,92.6,37.27875,33.77125,1.219999994,"2023/2024","SecondHalf",FALSE,1.06051587301587,0.322751321164021,1,FALSE
"4167",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Manchester United","Nottingham Forest","Goal","Marcus Rashford","RightFoot","RegularPlay",78,0.110433831810951,0.2618,NA,91.1,41.225952381,FALSE,TRUE,NA,NA,32.0175,0.0834736838,"2023/2024","SecondHalf",FALSE,1.5244708994709,0.0220829851322751,1,FALSE
"4168",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Manchester United","Nottingham Forest","AttemptSaved","Christian Eriksen","RightFoot","FastBreak",82,0.085988461971283,0.2228,NA,83.9490291264,37.756,FALSE,TRUE,102.8189655174,34,32.0175,0.1219999994,"2023/2024","SecondHalf",FALSE,1.5244708994709,0.0322751321164021,1,FALSE
"4169",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Nottingham Forest","Manchester United","Goal","Morgan Gibbs-White","RightFoot","FastBreak",82,0.168519824743271,0.4012,NA,87.5338235292,31.4075,FALSE,TRUE,NA,NA,30.56875,0.6934736808,"2023/2024","SecondHalf",FALSE,1.9077380952381,0.183458645714286,1,FALSE
"4170",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Manchester United","Nottingham Forest","AttemptSaved","Bruno Fernandes","RightFoot","FromCorner",90,0.0323893427848816,NA,5,85.0647058816,26.858095238,TRUE,TRUE,96.4122807008,32.09375,36.97375,0.5329473658,"2023/2024","SecondHalf",FALSE,0.21329365079365,0.140991366613757,1,FALSE
"4171",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Manchester United","Nottingham Forest","AttemptSaved","Scott McTominay","LeftFoot","FromCorner",90,0.0795909911394119,0.1201,5,96.7017543851,34.915,FALSE,TRUE,104.7155172414,33.8475,34.4575,2.0739999898,"2023/2024","SecondHalf",FALSE,0.878968253968253,0.548677245978836,1,FALSE
"4172",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Manchester United","Nottingham Forest","AttemptSaved","Amad Diallo","LeftFoot","RegularPlay",90,0.0501932762563229,0.0985,8,95.2543859636,20.4259872642,FALSE,TRUE,103.8620689656,31.78875,31.94125,0.2825263144,"2023/2024","SecondHalf",FALSE,1.54464285714286,0.0747424112169312,1,FALSE
"4173",NA,4193727,"20","Premier League","30.12.2023 17:30:00","Nottingham Forest","Manchester United","Manchester United","Nottingham Forest","Miss","Christian Eriksen","RightFoot","RegularPlay",90,0.138270676136017,NA,11,94.0964912264,29.715714284,FALSE,FALSE,NA,NA,27.698571428,0.2696842092,"2023/2024","SecondHalf",FALSE,2,0.0427973127233918,0.599863976368184,FALSE
"4174",NA,4193723,"20","Premier League","31.12.2023 14:00:00","Fulham","Arsenal","Arsenal","Fulham","Miss","Martin �degaard","LeftFoot","RegularPlay",3,0.0441790223121643,NA,NA,90,22.3877707046,FALSE,FALSE,NA,NA,42.0615625,2.7685517248,"2023/2024","FirstHalf",FALSE,0,0.34342619371865,0.468891731596698,FALSE
"4175",NA,4193723,"20","Premier League","31.12.2023 14:00:00","Fulham","Arsenal","Arsenal","Fulham","AttemptSaved","Gabriel Martinelli","RightFoot","FastBreak",4,0.0617014765739441,0.3255,NA,94.7719298231,45.2619108239,FALSE,TRUE,103.1982758622,36.5925,31.78875,0.3659999982,"2023/2024","FirstHalf",FALSE,1.58498677248677,0.0968253963492063,1,FALSE
"4176",NA,4193723,"20","Premier League","31.12.2023 14:00:00","Fulham","Arsenal","Arsenal","Fulham","Goal","Bukayo Saka","RightFoot","RegularPlay",5,0.896410346031189,0.9872,NA,102.5344827588,31.1025,FALSE,TRUE,NA,NA,36.21125,0.8154736802,"2023/2024","FirstHalf",FALSE,0.415013227513228,0.215733777830688,1,FALSE
"4177",NA,4193723,"20","Premier League","31.12.2023 14:00:00","Fulham","Arsenal","Fulham","Arsenal","AttemptSaved","Raul Jim�nez","RightFoot","RegularPlay",14,0.119139358401299,0.1047,NA,89.2,35.3725,FALSE,TRUE,102.629310345,34.38125,32.70375,0.1219999994,"2023/2024","FirstHalf",FALSE,1.34292328042328,0.0322751321164021,1,FALSE
"4178",NA,4193723,"20","Premier League","31.12.2023 14:00:00","Fulham","Arsenal","Fulham","Arsenal","Miss","Willian","RightFoot","RegularPlay",19,0.071514792740345,NA,NA,94.9649122793,45.4020382125,FALSE,FALSE,NA,NA,27.110238095,1.6951578864,"2023/2024","FirstHalf",FALSE,2,0.246040125881534,0.548640149270877,FALSE
