"","X","match_id","match_round","league_name","match_time_utc","home_team","away_team","pos_team","def_team","event_type","player_name","shot_type","situation","min","expected_goals","expected_goals_on_target","min_added","x","y","is_blocked","is_on_target","blocked_x","blocked_y","goal_crossed_y","goal_crossed_z","season_year","period","is_own_goal","on_goal_shot_x","on_goal_shot_y","on_goal_shot_zoom_ratio","is_saved_off_line"
"4051",NA,4193725,"20","Premier League","30.12.2023 12:30:00","Luton Town","Chelsea","Chelsea","Luton Town","AttemptSaved","Cole Palmer","LeftFoot","FromCorner",68,0.0153179941698909,NA,NA,86.7823529408,16.4323566891,TRUE,TRUE,88.8,18.2540127409,34.305,1.219999994,"2023/2024","SecondHalf",FALSE,0.919312169312169,0.322751321164021,1,FALSE
"4052",NA,4193725,"20","Premier League","30.12.2023 12:30:00","Luton Town","Chelsea","Chelsea","Luton Town","Goal","Cole Palmer","RightFoot","RegularPlay",70,0.964393615722656,0.9722,NA,100.4482758624,31.1025,FALSE,TRUE,NA,NA,32.55125,0.160526315,"2023/2024","SecondHalf",FALSE,1.3832671957672,0.0424672791005291,1,FALSE
"4053",NA,4193725,"20","Premier League","30.12.2023 12:30:00","Luton Town","Chelsea","Chelsea","Luton Town","Miss","Noni Madueke","RightFoot","RegularPlay",77,0.0897815451025963,NA,NA,95.1578947355,23.648917202,FALSE,FALSE,NA,NA,30.244,3.7417931072,"2023/2024","SecondHalf",FALSE,1.67982006457047,0.677248677248677,0.684163962746636,FALSE
"4054",NA,4193725,"20","Premier League","30.12.2023 12:30:00","Luton Town","Chelsea","Luton Town","Chelsea","AttemptSaved","Ross Barkley","RightFoot","RegularPlay",78,0.0697613283991814,0.0581,NA,83.8364077672,33.31375,FALSE,TRUE,103.8620689656,34,33.16125,0.1219999994,"2023/2024","SecondHalf",FALSE,1.22189153439154,0.0322751321164021,1,FALSE
"4055",NA,4193725,"20","Premier League","30.12.2023 12:30:00","Luton Town","Chelsea","Luton Town","Chelsea","Post","Elijah Adebayo","Header","RegularPlay",79,0.558846950531006,NA,NA,100.732758621,35.0675,FALSE,FALSE,NA,NA,36.82125,2.476,"2023/2024","SecondHalf",FALSE,0.253637566137564,0.655026455026455,1,FALSE
"4056",NA,4193725,"20","Premier League","30.12.2023 12:30:00","Luton Town","Chelsea","Luton Town","Chelsea","Goal","Ross Barkley","Header","FromCorner",80,0.194034084677696,0.4733,NA,99.0175438595,31.255,FALSE,TRUE,NA,NA,37.05,0.609999997,"2023/2024","SecondHalf",FALSE,0.193121693121694,0.161375660582011,1,FALSE
"4057",NA,4193725,"20","Premier League","30.12.2023 12:30:00","Luton Town","Chelsea","Luton Town","Chelsea","Miss","Ross Barkley","RightFoot","RegularPlay",83,0.126600831747055,NA,NA,99.6896551728,38.200238097,FALSE,FALSE,100.6379310348,31.63625,0.5247393368,0.1797894728,"2023/2024","SecondHalf",FALSE,2,0.00537081621585836,0.112919210339576,FALSE
"4058",NA,4193725,"20","Premier League","30.12.2023 12:30:00","Luton Town","Chelsea","Luton Town","Chelsea","AttemptSaved","Carlton Morris","Header","RegularPlay",83,0.210033416748047,0.6645,NA,100.6379310348,30.72125,FALSE,TRUE,104.4310344828,32.475,30.87375,1.9519999904,"2023/2024","SecondHalf",FALSE,1.82705026455026,0.516402113862434,1,FALSE
"4059",NA,4193725,"20","Premier League","30.12.2023 12:30:00","Luton Town","Chelsea","Luton Town","Chelsea","AttemptSaved","Carlton Morris","Header","SetPiece",85,0.254403382539749,0.3893,NA,98.0526315785,30.244,FALSE,TRUE,103.577586207,32.3225,31.78875,2.0290526216,"2023/2024","SecondHalf",FALSE,1.58498677248677,0.536786407830688,1,FALSE
"4060",NA,4193725,"20","Premier League","30.12.2023 12:30:00","Luton Town","Chelsea","Luton Town","Chelsea","AttemptSaved","Alfie Doughty","Header","RegularPlay",87,0.12942174077034,0.1917,NA,97.4736842099,37.684,FALSE,TRUE,104.051724138,35.75375,36.135,1.4639999928,"2023/2024","SecondHalf",FALSE,0.435185185185184,0.387301585396825,1,FALSE
"4061",NA,4193725,"20","Premier League","30.12.2023 12:30:00","Luton Town","Chelsea","Luton Town","Chelsea","Goal","Elijah Adebayo","RightFoot","RegularPlay",87,0.465258657932281,0.9717,NA,102.5344827588,31.7125,FALSE,TRUE,NA,NA,32.24625,1.0145263108,"2023/2024","SecondHalf",FALSE,1.46395502645503,0.268393203915344,1,FALSE
"4062",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","Miss","Moussa Diaby","LeftFoot","FromCorner",3,0.061583399772644,NA,NA,98.6315789471,44.8415286581,FALSE,FALSE,NA,NA,42.7553125,0.4430526294,"2023/2024","FirstHalf",FALSE,-2.22044604925031e-16,0.0506038624435164,0.431737873433986,FALSE
"4063",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","AttemptSaved","Ollie Watkins","LeftFoot","RegularPlay",13,0.0583287589251995,0.066,NA,95.3508771917,39.040714287,FALSE,TRUE,104.3362068966,34.53375,33.00875,0.5714736814,"2023/2024","FirstHalf",FALSE,1.26223544973545,0.151183513597884,1,FALSE
"4064",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","AttemptSaved","Douglas Luiz","RightFoot","FreeKick",25,0.0723966732621193,NA,NA,82.3723300976,26.45875,TRUE,TRUE,94,30.41625,34.915,1.219999994,"2023/2024","FirstHalf",FALSE,0.757936507936506,0.322751321164021,1,FALSE
"4065",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","AttemptSaved","Leon Bailey","LeftFoot","SetPiece",25,0.00970185920596123,NA,NA,82.8228155344,28.37095238,TRUE,TRUE,89.1,30.05190476,33.92375,1.219999994,"2023/2024","FirstHalf",FALSE,1.02017195767196,0.322751321164021,1,FALSE
"4066",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Burnley","Aston Villa","Miss","Josh Brownhill","RightFoot","RegularPlay",26,0.0355383157730103,NA,NA,89.8,42.581875,FALSE,FALSE,NA,NA,27.53047619,0.0898947364,"2023/2024","FirstHalf",FALSE,2,0.0138951086726119,0.584277933123489,FALSE
"4067",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Burnley","Aston Villa","AttemptSaved","Dara O'Shea","LeftFoot","ThrowInSetPiece",27,0.038584690541029,NA,NA,93.1,20.7763057357,TRUE,TRUE,98.1491228066,25.765,33.085,1.219999994,"2023/2024","FirstHalf",FALSE,1.24206349206349,0.322751321164021,1,FALSE
"4068",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Burnley","Aston Villa","AttemptSaved","Josh Brownhill","RightFoot","RegularPlay",27,0.0662196725606918,0.1552,NA,86.5676470584,30.95,FALSE,TRUE,103.4827586208,33.695,31.78875,0.3274736826,"2023/2024","FirstHalf",FALSE,1.58498677248677,0.0866332493650794,1,FALSE
"4069",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","Goal","Leon Bailey","LeftFoot","RegularPlay",28,0.122741505503654,0.2704,NA,93.5,26.942142857,FALSE,TRUE,NA,NA,31.78875,1.829999991,"2023/2024","FirstHalf",FALSE,1.58498677248677,0.484126981746032,1,FALSE
"4070",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Burnley","Aston Villa","Goal","Zeki Amdouni","RightFoot","SetPiece",31,0.638059735298157,0.563,NA,100.3534482762,37.355,FALSE,TRUE,NA,NA,35.83,1.2585263096,"2023/2024","FirstHalf",FALSE,0.515873015873016,0.332943468148148,1,FALSE
"4071",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Burnley","Aston Villa","Miss","Wilson Odobert","Header","RegularPlay",35,0.120261922478676,NA,NA,96.7017543851,36.36375,FALSE,FALSE,98.1491228066,19.6552866269,1.311848342,1.1622105206,"2023/2024","FirstHalf",FALSE,2,0.0355544887566491,0.115638230009096,FALSE
"4072",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","AttemptSaved","Jacob Ramsey","LeftFoot","RegularPlay",39,0.0458194501698017,NA,NA,90.6,44.7014012695,TRUE,TRUE,93.7,42.6396875,34.4575,1.219999994,"2023/2024","FirstHalf",FALSE,0.878968253968253,0.322751321164021,1,FALSE
"4073",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","Goal","Moussa Diaby","RightFoot","RegularPlay",42,0.922747075557709,0.9681,NA,98.9210526314,34.1525,FALSE,TRUE,NA,NA,36.97375,0.2054736832,"2023/2024","FirstHalf",FALSE,0.21329365079365,0.0543581172486773,1,FALSE
"4074",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Burnley","Aston Villa","AttemptSaved","Lyle Foster","RightFoot","RegularPlay",45,0.0800881832838058,0.2689,2,83.9490291264,34.99125,FALSE,TRUE,101.5862068968,34,31.4075,0.160526315,"2023/2024","FirstHalf",FALSE,1.68584656084656,0.0424672791005291,1,FALSE
"4075",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Burnley","Aston Villa","AttemptSaved","Zeki Amdouni","LeftFoot","RegularPlay",48,0.040675014257431,0.1438,NA,92.6,21.547006373,FALSE,TRUE,102.9137931036,31.255,31.56,0.2439999988,"2023/2024","SecondHalf",FALSE,1.64550264550265,0.0645502642328042,1,FALSE
"4076",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","AttemptSaved","Leon Bailey","LeftFoot","SetPiece",57,0.0205775871872902,NA,NA,89.1,18.5342675181,TRUE,TRUE,91.7,21.0565605129,34.61,1.219999994,"2023/2024","SecondHalf",FALSE,0.838624338624339,0.322751321164021,1,FALSE
"4077",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","Miss","Moussa Diaby","LeftFoot","FromCorner",58,0.0563190206885338,NA,NA,86.9970588232,34,FALSE,FALSE,NA,NA,36.36375,5.1842758704,"2023/2024","SecondHalf",FALSE,0.691211154486066,0.677248677248677,0.493800882514086,FALSE
"4078",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Burnley","Aston Villa","Miss","Lyle Foster","RightFoot","RegularPlay",60,0.0696947202086449,NA,NA,92.9,28.707142856,FALSE,FALSE,NA,NA,29.127380951,0.3595789456,"2023/2024","SecondHalf",FALSE,2,0.0737958256091856,0.775763498436383,FALSE
"4079",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","AttemptSaved","John McGinn","LeftFoot","RegularPlay",63,0.0363709479570389,0.221,NA,85.4941176464,44.9115923524,FALSE,TRUE,104.051724138,34.68625,36.8975,0.3659999982,"2023/2024","SecondHalf",FALSE,0.233465608465608,0.0968253963492063,1,FALSE
"4080",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","AttemptSaved","Moussa Diaby","LeftFoot","RegularPlay",63,0.0758441761136055,0.0745,NA,98.9210526314,21.9673885388,FALSE,TRUE,104.3362068966,31.1025,34.99125,1.1365263102,"2023/2024","SecondHalf",FALSE,0.73776455026455,0.300668336031746,1,FALSE
"4081",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","Miss","Douglas Luiz","RightFoot","RegularPlay",63,0.0814308971166611,NA,NA,87.426470588,34.38125,FALSE,FALSE,NA,NA,29.547619046,1.9648420956,"2023/2024","SecondHalf",FALSE,2,0.441301433075891,0.84898395691053,FALSE
"4082",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","Miss","Jacob Ramsey","RightFoot","RegularPlay",64,0.299389839172363,NA,NA,98.535087719,29.883809522,FALSE,FALSE,NA,NA,30.22,3.8547586248,"2023/2024","SecondHalf",FALSE,1.66411421548679,0.677248677248677,0.664114215486793,FALSE
"4083",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","Miss","Moussa Diaby","LeftFoot","RegularPlay",69,0.175911381840706,NA,NA,93.3,35.9825,FALSE,FALSE,NA,NA,39.881190477,5.6708965616,"2023/2024","SecondHalf",FALSE,0.297636903101617,0.677248677248677,0.451427736724176,FALSE
"4084",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","Miss","Moussa Diaby","LeftFoot","RegularPlay",70,0.175177365541458,NA,NA,97.7631578942,29.379523808,FALSE,FALSE,NA,NA,36.97375,4.7063448344,"2023/2024","SecondHalf",FALSE,0.572073801467416,0.677248677248677,0.543946542397029,FALSE
"4085",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Burnley","Aston Villa","Goal","Lyle Foster","RightFoot","RegularPlay",71,0.0792271420359612,0.2097,NA,95.2543859636,23.0183439533,FALSE,TRUE,NA,NA,31.02625,0.3274736826,"2023/2024","SecondHalf",FALSE,1.78670634920635,0.0866332493650794,1,FALSE
"4086",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","Miss","Ollie Watkins","Header","RegularPlay",77,0.132409915328026,NA,NA,97.9561403504,30.87375,FALSE,FALSE,NA,NA,35.9825,5.427586216,"2023/2024","SecondHalf",FALSE,0.752625670194328,0.677248677248677,0.471664548128847,FALSE
"4087",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","AttemptSaved","John McGinn","LeftFoot","SetPiece",79,0.0848666876554489,NA,NA,91.5,27.362380952,TRUE,TRUE,98.2456140347,31.63625,36.44,1.219999994,"2023/2024","SecondHalf",FALSE,0.354497354497353,0.322751321164021,1,FALSE
"4088",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","AttemptSaved","Douglas Luiz","RightFoot","RegularPlay",80,0.0148946959525347,0.0307,NA,79.5567961176,48.7650955389,FALSE,TRUE,104.7155172414,34.38125,34.68625,0.2825263144,"2023/2024","SecondHalf",FALSE,0.818452380952381,0.0747424112169312,1,FALSE
"4089",NA,4193721,"20","Premier League","30.12.2023 15:00:00","Aston Villa","Burnley","Aston Villa","Burnley","Goal","Douglas Luiz","RightFoot","Penalty",89,0.7884,0.9941,NA,94,34,FALSE,TRUE,NA,NA,31.865,2.2345263048,"2023/2024","SecondHalf",FALSE,1.56481481481482,0.591144525079365,1,FALSE
"4090",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Brentford","Crystal Palace","Goal","Keane Lewis-Potter","LeftFoot","RegularPlay",2,0.421820849180222,0.7129,NA,97.6666666661,31.94125,FALSE,TRUE,NA,NA,31.255,0.8154736802,"2023/2024","FirstHalf",FALSE,1.72619047619048,0.215733777830688,1,FALSE
"4091",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","AttemptSaved","Eberechi Eze","LeftFoot","RegularPlay",10,0.0266600660979748,NA,NA,80.0072815544,39.713095239,TRUE,TRUE,87.8558823528,38.200238097,35.44875,1.219999994,"2023/2024","FirstHalf",FALSE,0.616732804232803,0.322751321164021,1,FALSE
"4092",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","Goal","Michael Olise","LeftFoot","RegularPlay",14,0.208981171250343,0.7929,NA,102.629310345,28.707142856,FALSE,TRUE,NA,NA,35.9825,1.219999994,"2023/2024","FirstHalf",FALSE,0.4755291005291,0.322751321164021,1,FALSE
"4093",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","AttemptSaved","Jefferson Lerma","RightFoot","RegularPlay",16,0.0349755808711052,0.0171,NA,82.9354368936,41.425625,FALSE,TRUE,103.1982758622,34.38125,34.4575,0.8154736802,"2023/2024","FirstHalf",FALSE,0.878968253968253,0.215733777830688,1,FALSE
"4094",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Brentford","Crystal Palace","Miss","Saman Ghoddos","LeftFoot","RegularPlay",17,0.0330732427537441,NA,NA,88.6,49.3256050933,FALSE,FALSE,95.1578947355,30.41625,12.1345971635,1.3355789408,"2023/2024","FirstHalf",FALSE,2,0.06108183557316,0.17287584538301,FALSE
"4095",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Brentford","Crystal Palace","AttemptSaved","Keane Lewis-Potter","LeftFoot","RegularPlay",18,0.152108743786812,0.0784,NA,91.3,38.452380954,FALSE,TRUE,101.8706896554,35.75375,35.22,0.2054736832,"2023/2024","FirstHalf",FALSE,0.677248677248676,0.0543581172486773,1,FALSE
"4096",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Brentford","Crystal Palace","Miss","Nathan Collins","Header","FromCorner",27,0.0313344299793243,NA,NA,97.9561403504,39.965238096,FALSE,FALSE,NA,NA,28.37095238,0.3595789456,"2023/2024","FirstHalf",FALSE,2,0.0638791799029052,0.671516792035951,FALSE
"4097",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","Goal","Eberechi Eze","LeftFoot","RegularPlay",39,0.0990033373236656,0.643,NA,96.7017543851,39.376904763,FALSE,TRUE,NA,NA,32.17,0.2054736832,"2023/2024","FirstHalf",FALSE,1.48412698412698,0.0543581172486773,1,FALSE
"4098",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","AttemptSaved","Michael Olise","LeftFoot","RegularPlay",41,0.0244878362864256,NA,NA,80.1199029136,24.349554145,TRUE,TRUE,84.6247572816,25.7071875,33.5425,1.219999994,"2023/2024","FirstHalf",FALSE,1.12103174603175,0.322751321164021,1,FALSE
"4099",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","AttemptSaved","Michael Olise","LeftFoot","RegularPlay",46,0.058931939303875,NA,NA,91.7,27.950714285,TRUE,TRUE,93.2,28.539047618,32.6275,1.219999994,"2023/2024","SecondHalf",FALSE,1.36309523809524,0.322751321164021,1,FALSE
"4100",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","Miss","Jordan Ayew","RightFoot","RegularPlay",47,0.0382964760065079,NA,NA,92.9,43.8606369379,FALSE,FALSE,97.8596491223,36.05875,12.462559249,0.5329473658,"2023/2024","SecondHalf",FALSE,2,0.0247451576053787,0.175508317989197,FALSE
"4101",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","Miss","Jefferson Lerma","Header","FromCorner",48,0.0599826350808144,NA,NA,98.535087719,40.301428572,FALSE,FALSE,NA,NA,23.4387261191,1.0723157842,"2023/2024","SecondHalf",FALSE,2,0.101532807149266,0.357911369653627,FALSE
"4102",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Brentford","Crystal Palace","AttemptSaved","Christian N�rgaard","RightFoot","RegularPlay",53,0.0716979876160622,0.3796,NA,87.8558823528,37.05,FALSE,TRUE,103.103448276,34.1525,31.17875,0.0834736838,"2023/2024","SecondHalf",FALSE,1.74636243386244,0.0220829851322751,1,FALSE
"4103",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","AttemptSaved","Michael Olise","RightFoot","FastBreak",58,0.141923278570175,0.0201,NA,90.8,24.955625,FALSE,TRUE,101.9655172416,31.255,34.1525,0.8925263114,"2023/2024","SecondHalf",FALSE,0.959656084656084,0.236118071798942,1,FALSE
"4104",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","Goal","Michael Olise","LeftFoot","RegularPlay",58,0.0772615075111389,0.4437,NA,91,34.83875,FALSE,TRUE,NA,NA,37.12625,0.0834736838,"2023/2024","SecondHalf",FALSE,0.172949735449736,0.0220829851322751,1,FALSE
"4105",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Brentford","Crystal Palace","AttemptSaved","Saman Ghoddos","RightFoot","SetPiece",60,0.0199570003896952,0.099,NA,87.7485294116,49.0453503161,FALSE,TRUE,103.577586207,34.68625,32.78,1.5474736766,"2023/2024","SecondHalf",FALSE,1.32275132275132,0.409384570529101,1,FALSE
"4106",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","Miss","Michael Olise","LeftFoot","FastBreak",67,0.0382411070168018,NA,NA,87.2117647056,23.1584713419,FALSE,FALSE,NA,NA,40.46952381,0.7127368386,"2023/2024","SecondHalf",FALSE,1.11022302462516e-16,0.110168361618566,0.584277933123489,FALSE
"4107",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","AttemptSaved","Eberechi Eze","LeftFoot","RegularPlay",72,0.0685815811157227,0.0487,NA,90.9,33.695,FALSE,TRUE,103.9568965518,33.8475,34.99125,0.5714736814,"2023/2024","SecondHalf",FALSE,0.73776455026455,0.151183513597884,1,FALSE
"4108",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Brentford","Crystal Palace","Post","Neal Maupay","RightFoot","RegularPlay",76,0.0326077304780483,NA,NA,82.3723300976,32.9325,FALSE,FALSE,NA,NA,36.97375,2.458,"2023/2024","SecondHalf",FALSE,0.21329365079365,0.65026455026455,1,FALSE
"4109",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Brentford","Crystal Palace","Miss","Yoane Wissa","RightFoot","RegularPlay",76,0.604694724082947,NA,NA,100.732758621,33.085,FALSE,FALSE,NA,NA,41.141904762,5.427586216,"2023/2024","SecondHalf",FALSE,0.108840401495241,0.677248677248677,0.471664548128847,FALSE
"4110",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Brentford","Crystal Palace","AttemptSaved","Neal Maupay","LeftFoot","RegularPlay",83,0.0248870886862278,NA,NA,91.4,23.0183439533,TRUE,TRUE,92.8,23.8591082849,30.7975,1.219999994,"2023/2024","SecondHalf",FALSE,1.84722222222222,0.322751321164021,1,FALSE
"4111",NA,4193722,"20","Premier League","30.12.2023 15:00:00","Crystal Palace","Brentford","Crystal Palace","Brentford","Miss","Joachim Andersen","Header","SetPiece",89,0.103410832583904,NA,NA,99.0175438595,30.304,FALSE,FALSE,NA,NA,29.967857141,0.7127368386,"2023/2024","SecondHalf",FALSE,2,0.176763786285281,0.937466784333495,FALSE
"4112",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","Miss","Juli�n �lvarez","LeftFoot","RegularPlay",3,0.0549733005464077,NA,NA,85.1720588228,42.92875,FALSE,FALSE,NA,NA,27.362380952,0.0898947364,"2023/2024","FirstHalf",FALSE,2,0.0135432202044024,0.569481311395682,FALSE
"4113",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","Goal","Rodri","RightFoot","RegularPlay",14,0.0862655192613602,0.3169,NA,86.889705882,25.3025,FALSE,TRUE,NA,NA,36.51625,0.160526315,"2023/2024","FirstHalf",FALSE,0.334325396825397,0.0424672791005291,1,FALSE
"4114",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","Miss","Juli�n �lvarez","Header","RegularPlay",16,0.104630291461945,NA,NA,95.640350876,30.645,FALSE,FALSE,NA,NA,39.292857144,2.0483157794,"2023/2024","FirstHalf",FALSE,1.11022302462516e-16,0.38699623354127,0.714170040331624,FALSE
"4115",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","AttemptSaved","Bernardo Silva","RightFoot","RegularPlay",21,0.220577076077461,0.8723,NA,100.6379310348,23.2985987305,FALSE,TRUE,102.4396551726,27.698571428,36.66875,0.2054736832,"2023/2024","FirstHalf",FALSE,0.293981481481481,0.0543581172486773,1,FALSE
"4116",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","Miss","Kyle Walker","RightFoot","FromCorner",24,0.0153707526624203,NA,NA,76.7412621376,45.9625477669,FALSE,FALSE,NA,NA,27.362380952,0.7127368386,"2023/2024","FirstHalf",FALSE,2,0.107378388763476,0.569481311395682,FALSE
"4117",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","AttemptSaved","Kyle Walker","RightFoot","RegularPlay",28,0.0162069536745548,NA,NA,73.7004854392,26.6321875,TRUE,TRUE,79.5567961176,28.118809523,34.305,1.219999994,"2023/2024","FirstHalf",FALSE,0.919312169312169,0.322751321164021,1,FALSE
"4118",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Sheffield United","Manchester City","AttemptSaved","William Osula","RightFoot","RegularPlay",41,0.100544162094593,NA,NA,94.7719298231,33.00875,TRUE,TRUE,96.4122807008,33.695,37.58375,1.219999994,"2023/2024","FirstHalf",FALSE,0.0519179894179871,0.322751321164021,1,FALSE
"4119",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Sheffield United","Manchester City","AttemptSaved","William Osula","Header","FromCorner",42,0.0380045287311077,0.0678,NA,96.4122807008,29.715714284,FALSE,TRUE,104.3362068966,33.16125,35.44875,0.7319999964,"2023/2024","FirstHalf",FALSE,0.616732804232803,0.193650792698413,1,FALSE
"4120",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","AttemptSaved","Rodri","LeftFoot","RegularPlay",43,0.050776369869709,NA,NA,86.889705882,36.82125,TRUE,TRUE,88.8,36.36375,31.865,1.219999994,"2023/2024","FirstHalf",FALSE,1.56481481481482,0.322751321164021,1,FALSE
"4121",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Sheffield United","Manchester City","AttemptSaved","Jayden Bogle","LeftFoot","FromCorner",44,0.0477435775101185,0.1077,NA,89.5,22.3877707046,FALSE,TRUE,103.577586207,32.09375,34.99125,1.8685263066,"2023/2024","FirstHalf",FALSE,0.73776455026455,0.494319128730159,1,FALSE
"4122",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","Miss","Rodri","RightFoot","RegularPlay",45,0.0245719440281391,NA,0,78.8810679624,28.118809523,FALSE,FALSE,NA,NA,31.255,4.341379316,"2023/2024","FirstHalf",FALSE,1.42821589263029,0.677248677248677,0.589674343949908,FALSE
"4123",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","Miss","Rodri","LeftFoot","RegularPlay",46,0.0309779550880194,NA,NA,78.655825244,30.645,FALSE,FALSE,NA,NA,25.99625,0.5329473658,"2023/2024","SecondHalf",FALSE,2,0.0665872079712635,0.472278619397158,FALSE
"4124",NA,4193726,"20","Premier League","30.12.2023 15:00:00","Manchester City","Sheffield United","Manchester City","Sheffield United","Miss","Nathan Ak�","Header","FromCorner",50,0.15366467833519,NA,NA,102.2500000002,29.799761903,FALSE,FALSE,NA,NA,19.1648407668,0.2696842092,"2023/2024","SecondHalf",FALSE,2,0.0181787202254268,0.254800096216065,FALSE
